country,dataset_name,cleaned_filename,data_type,stock_code,category
US,Y2Q,2021_Q4~2022_Q3,Train,AAPL,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,UNH,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,CVX,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,MRK,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,KO,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,MCD,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,IBM,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,BA,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,DD,一般交易
US,Y2Q,2021_Q4~2022_Q3,Train,MSFT,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,PG,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,DIS,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,VZ,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,CAT,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,INTC,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,AXP,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,MMM,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,AAPL,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,UNH,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,CVX,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,MRK,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,KO,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,MCD,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,IBM,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,BA,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,DD,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,MSFT,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,PG,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,DIS,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,VZ,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,CAT,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,INTC,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,AXP,融券交易
US,Y2Q,2021_Q4~2022_Q3,Train,MMM,融券交易
